Policy_ID,Policy_Type,Age,Issue_year,Current_Year,Coverage,RiskClass,Premium,Claims,Claim_Costs,Profitability
,,82,,,,,,,,
,,61,,,,,,,,
,,81,,,,,,,,
,,40,,,,,,,,
,,22,,,,,,,,
,,37,,,,,,,,
,,64,,,,,,,,
,,19,,,,,,,,
,,22,,,,,,,,
,,62,,,,,,,,
,,24,,,,,,,,
,,20,,,,,,,,
,,59,,,,,,,,
,,16,,,,,,,,
,,5,,,,,,,,
,,56,,,,,,,,
,,31,,,,,,,,
,,11,,,,,,,,
,,23,,,,,,,,
,,43,,,,,,,,
,,9,,,,,,,,
,,26,,,,,,,,
,,87,,,,,,,,
,,4,,,,,,,,
,,18,,,,,,,,
,,39,,,,,,,,
,,100,,,,,,,,
,,12,,,,,,,,
,,58,,,,,,,,
,,19,,,,,,,,
,,18,,,,,,,,
,,58,,,,,,,,
,,36,,,,,,,,
,,41,,,,,,,,
,,25,,,,,,,,
,,28,,,,,,,,
,,54,,,,,,,,
,,25,,,,,,,,
,,89,,,,,,,,
,,30,,,,,,,,
,,19,,,,,,,,
,,13,,,,,,,,
,,26,,,,,,,,
,,67,,,,,,,,
,,30,,,,,,,,
,,29,,,,,,,,
,,100,,,,,,,,
,,42,,,,,,,,
,,69,,,,,,,,
,,78,,,,,,,,
,,25,,,,,,,,
,,19,,,,,,,,
,,28,,,,,,,,
,,76,,,,,,,,
,,17,,,,,,,,
,,55,,,,,,,,
,,20,,,,,,,,
,,49,,,,,,,,
,,59,,,,,,,,
,,11,,,,,,,,
,,93,,,,,,,,
,,60,,,,,,,,
,,34,,,,,,,,
,,24,,,,,,,,
,,31,,,,,,,,
,,100,,,,,,,,
,,60,,,,,,,,
,,7,,,,,,,,
,,52,,,,,,,,
,,25,,,,,,,,
,,15,,,,,,,,
,,43,,,,,,,,
,,22,,,,,,,,
,,41,,,,,,,,
,,66,,,,,,,,
,,99,,,,,,,,
,,49,,,,,,,,
,,33,,,,,,,,
,,24,,,,,,,,
,,45,,,,,,,,
,,12,,,,,,,,
,,52,,,,,,,,
,,38,,,,,,,,
,,25,,,,,,,,
,,28,,,,,,,,
,,13,,,,,,,,
,,39,,,,,,,,
,,13,,,,,,,,
,,3,,,,,,,,
,,48,,,,,,,,
,,47,,,,,,,,
,,45,,,,,,,,
,,61,,,,,,,,
,,15,,,,,,,,
,,46,,,,,,,,
,,100,,,,,,,,
,,61,,,,,,,,
,,51,,,,,,,,
,,27,,,,,,,,
,,42,,,,,,,,
,,29,,,,,,,,
,,40,,,,,,,,
,,45,,,,,,,,
,,34,,,,,,,,
,,33,,,,,,,,
,,9,,,,,,,,
,,64,,,,,,,,
,,91,,,,,,,,
,,9,,,,,,,,
,,17,,,,,,,,
,,9,,,,,,,,
,,12,,,,,,,,
,,20,,,,,,,,
,,24,,,,,,,,
,,5,,,,,,,,
,,44,,,,,,,,
,,49,,,,,,,,
,,57,,,,,,,,
,,27,,,,,,,,
,,18,,,,,,,,
,,28,,,,,,,,
,,63,,,,,,,,
,,88,,,,,,,,
,,29,,,,,,,,
,,18,,,,,,,,
,,30,,,,,,,,
,,42,,,,,,,,
,,89,,,,,,,,
,,31,,,,,,,,
,,30,,,,,,,,
,,73,,,,,,,,
,,48,,,,,,,,
,,53,,,,,,,,
,,11,,,,,,,,
,,13,,,,,,,,
,,40,,,,,,,,
,,89,,,,,,,,
,,26,,,,,,,,
,,50,,,,,,,,
,,81,,,,,,,,
,,34,,,,,,,,
,,8,,,,,,,,
,,26,,,,,,,,
,,42,,,,,,,,
,,100,,,,,,,,
,,23,,,,,,,,
,,35,,,,,,,,
,,25,,,,,,,,
,,5,,,,,,,,
,,14,,,,,,,,
,,41,,,,,,,,
,,93,,,,,,,,
,,24,,,,,,,,
,,34,,,,,,,,
,,33,,,,,,,,
,,100,,,,,,,,
,,9,,,,,,,,
,,27,,,,,,,,
,,3,,,,,,,,
,,23,,,,,,,,
,,62,,,,,,,,
,,16,,,,,,,,
,,62,,,,,,,,
,,24,,,,,,,,
,,56,,,,,,,,
,,43,,,,,,,,
,,13,,,,,,,,
,,63,,,,,,,,
,,15,,,,,,,,
,,23,,,,,,,,
,,50,,,,,,,,
,,100,,,,,,,,
,,18,,,,,,,,
,,10,,,,,,,,
,,26,,,,,,,,
,,65,,,,,,,,
,,12,,,,,,,,
,,60,,,,,,,,
,,48,,,,,,,,
,,38,,,,,,,,
,,12,,,,,,,,
,,89,,,,,,,,
,,14,,,,,,,,
,,51,,,,,,,,
,,61,,,,,,,,
,,43,,,,,,,,
,,39,,,,,,,,
,,72,,,,,,,,
,,14,,,,,,,,
,,54,,,,,,,,
,,40,,,,,,,,
,,96,,,,,,,,
,,71,,,,,,,,
,,64,,,,,,,,
,,12,,,,,,,,
,,51,,,,,,,,
,,62,,,,,,,,
,,33,,,,,,,,
,,79,,,,,,,,
,,78,,,,,,,,
,,60,,,,,,,,
,,29,,,,,,,,
,,100,,,,,,,,
,,41,,,,,,,,
,,100,,,,,,,,
,,51,,,,,,,,
,,91,,,,,,,,
,,59,,,,,,,,
,,43,,,,,,,,
,,23,,,,,,,,
,,13,,,,,,,,
,,34,,,,,,,,
,,24,,,,,,,,
,,21,,,,,,,,
,,4,,,,,,,,
,,12,,,,,,,,
,,8,,,,,,,,
,,55,,,,,,,,
,,47,,,,,,,,
,,43,,,,,,,,
,,71,,,,,,,,
,,81,,,,,,,,
,,34,,,,,,,,
,,22,,,,,,,,
,,49,,,,,,,,
,,83,,,,,,,,
,,14,,,,,,,,
,,24,,,,,,,,
,,47,,,,,,,,
,,19,,,,,,,,
,,97,,,,,,,,
,,22,,,,,,,,
,,39,,,,,,,,
,,2,,,,,,,,
,,19,,,,,,,,
,,89,,,,,,,,
,,28,,,,,,,,
,,58,,,,,,,,
,,12,,,,,,,,
,,23,,,,,,,,
,,19,,,,,,,,
,,38,,,,,,,,
,,29,,,,,,,,
,,45,,,,,,,,
,,16,,,,,,,,
,,3,,,,,,,,
,,11,,,,,,,,
,,24,,,,,,,,
,,55,,,,,,,,
,,19,,,,,,,,
,,36,,,,,,,,
,,38,,,,,,,,
,,27,,,,,,,,
,,13,,,,,,,,
,,20,,,,,,,,
,,45,,,,,,,,
,,26,,,,,,,,
,,35,,,,,,,,
,,38,,,,,,,,
,,39,,,,,,,,
,,22,,,,,,,,
,,30,,,,,,,,
,,22,,,,,,,,
,,20,,,,,,,,
,,55,,,,,,,,
,,93,,,,,,,,
,,86,,,,,,,,
,,67,,,,,,,,
,,28,,,,,,,,
,,27,,,,,,,,
,,36,,,,,,,,
,,35,,,,,,,,
,,22,,,,,,,,
,,49,,,,,,,,
,,84,,,,,,,,
,,41,,,,,,,,
,,53,,,,,,,,
,,46,,,,,,,,
,,25,,,,,,,,
,,9,,,,,,,,
,,25,,,,,,,,
,,64,,,,,,,,
,,57,,,,,,,,
,,10,,,,,,,,
,,45,,,,,,,,
,,69,,,,,,,,
,,18,,,,,,,,
,,4,,,,,,,,
,,24,,,,,,,,
,,43,,,,,,,,
,,96,,,,,,,,
,,57,,,,,,,,
,,19,,,,,,,,
,,45,,,,,,,,
,,8,,,,,,,,
,,35,,,,,,,,
,,18,,,,,,,,
,,4,,,,,,,,
,,20,,,,,,,,
,,12,,,,,,,,
,,53,,,,,,,,
,,29,,,,,,,,
,,13,,,,,,,,
,,59,,,,,,,,
,,22,,,,,,,,
,,47,,,,,,,,
,,6,,,,,,,,
,,16,,,,,,,,
,,19,,,,,,,,
,,29,,,,,,,,
,,65,,,,,,,,
,,31,,,,,,,,
,,40,,,,,,,,
,,8,,,,,,,,
,,35,,,,,,,,
,,78,,,,,,,,
,,29,,,,,,,,
,,32,,,,,,,,
,,32,,,,,,,,
,,10,,,,,,,,
,,40,,,,,,,,
,,24,,,,,,,,
,,8,,,,,,,,
,,49,,,,,,,,
,,28,,,,,,,,
,,48,,,,,,,,
,,20,,,,,,,,
,,66,,,,,,,,
,,10,,,,,,,,
,,30,,,,,,,,
,,35,,,,,,,,
,,38,,,,,,,,
,,64,,,,,,,,
,,16,,,,,,,,
,,34,,,,,,,,
,,7,,,,,,,,
,,69,,,,,,,,
,,100,,,,,,,,
,,18,,,,,,,,
,,27,,,,,,,,
,,15,,,,,,,,
,,14,,,,,,,,
,,7,,,,,,,,
,,15,,,,,,,,
,,9,,,,,,,,
,,39,,,,,,,,
,,31,,,,,,,,
,,3,,,,,,,,
,,31,,,,,,,,
,,98,,,,,,,,
,,26,,,,,,,,
,,13,,,,,,,,
,,61,,,,,,,,
,,15,,,,,,,,
,,40,,,,,,,,
,,28,,,,,,,,
,,32,,,,,,,,
,,10,,,,,,,,
,,2,,,,,,,,
,,79,,,,,,,,
,,44,,,,,,,,
,,29,,,,,,,,
,,57,,,,,,,,
,,55,,,,,,,,
,,5,,,,,,,,
,,12,,,,,,,,
,,23,,,,,,,,
,,63,,,,,,,,
,,13,,,,,,,,
,,22,,,,,,,,
,,99,,,,,,,,
,,87,,,,,,,,
,,74,,,,,,,,
,,45,,,,,,,,
,,55,,,,,,,,
,,13,,,,,,,,
,,90,,,,,,,,
,,18,,,,,,,,
,,7,,,,,,,,
,,38,,,,,,,,
,,16,,,,,,,,
,,55,,,,,,,,
,,60,,,,,,,,
,,44,,,,,,,,
,,80,,,,,,,,
,,39,,,,,,,,
,,28,,,,,,,,
,,75,,,,,,,,
,,62,,,,,,,,
,,19,,,,,,,,
,,27,,,,,,,,
,,96,,,,,,,,
,,57,,,,,,,,
,,68,,,,,,,,
,,59,,,,,,,,
,,38,,,,,,,,
,,24,,,,,,,,
,,49,,,,,,,,
,,12,,,,,,,,
,,18,,,,,,,,
,,73,,,,,,,,
,,16,,,,,,,,
,,46,,,,,,,,
,,90,,,,,,,,
,,100,,,,,,,,
,,17,,,,,,,,
,,26,,,,,,,,
,,22,,,,,,,,
,,17,,,,,,,,
,,37,,,,,,,,
,,46,,,,,,,,
,,23,,,,,,,,
,,65,,,,,,,,
,,78,,,,,,,,
,,24,,,,,,,,
,,29,,,,,,,,
,,17,,,,,,,,
,,29,,,,,,,,
,,29,,,,,,,,
,,28,,,,,,,,
,,15,,,,,,,,
,,100,,,,,,,,
,,26,,,,,,,,
,,8,,,,,,,,
,,23,,,,,,,,
,,34,,,,,,,,
,,18,,,,,,,,
,,81,,,,,,,,
,,18,,,,,,,,
,,19,,,,,,,,
,,7,,,,,,,,
,,30,,,,,,,,
,,16,,,,,,,,
,,30,,,,,,,,
,,28,,,,,,,,
,,14,,,,,,,,
,,69,,,,,,,,
,,24,,,,,,,,
,,36,,,,,,,,
,,44,,,,,,,,
,,13,,,,,,,,
,,36,,,,,,,,
,,59,,,,,,,,
,,28,,,,,,,,
,,43,,,,,,,,
,,34,,,,,,,,
,,52,,,,,,,,
,,36,,,,,,,,
,,19,,,,,,,,
,,44,,,,,,,,
,,72,,,,,,,,
,,65,,,,,,,,
,,51,,,,,,,,
,,11,,,,,,,,
,,31,,,,,,,,
,,48,,,,,,,,
,,40,,,,,,,,
,,24,,,,,,,,
,,5,,,,,,,,
,,16,,,,,,,,
,,18,,,,,,,,
,,9,,,,,,,,
,,24,,,,,,,,
,,5,,,,,,,,
,,15,,,,,,,,
,,62,,,,,,,,
,,6,,,,,,,,
,,100,,,,,,,,
,,59,,,,,,,,
,,70,,,,,,,,
,,14,,,,,,,,
,,25,,,,,,,,
,,18,,,,,,,,
,,9,,,,,,,,
,,100,,,,,,,,
,,100,,,,,,,,
,,50,,,,,,,,
,,84,,,,,,,,
,,33,,,,,,,,
,,41,,,,,,,,
,,66,,,,,,,,
,,5,,,,,,,,
,,77,,,,,,,,
,,85,,,,,,,,
,,24,,,,,,,,
,,26,,,,,,,,
,,5,,,,,,,,
,,15,,,,,,,,
,,63,,,,,,,,
,,29,,,,,,,,
,,53,,,,,,,,
,,48,,,,,,,,
,,36,,,,,,,,
,,27,,,,,,,,
,,24,,,,,,,,
,,16,,,,,,,,
,,36,,,,,,,,
,,13,,,,,,,,
,,17,,,,,,,,
,,54,,,,,,,,
,,31,,,,,,,,
,,30,,,,,,,,
,,58,,,,,,,,
,,71,,,,,,,,
,,60,,,,,,,,
,,21,,,,,,,,
,,15,,,,,,,,
,,67,,,,,,,,
,,36,,,,,,,,
,,49,,,,,,,,
,,100,,,,,,,,
,,33,,,,,,,,
,,23,,,,,,,,
,,21,,,,,,,,
,,42,,,,,,,,
,,33,,,,,,,,
,,17,,,,,,,,
,,15,,,,,,,,
,,19,,,,,,,,
,,28,,,,,,,,
,,18,,,,,,,,
,,23,,,,,,,,
,,45,,,,,,,,
,,13,,,,,,,,
,,40,,,,,,,,
,,100,,,,,,,,
,,100,,,,,,,,
,,49,,,,,,,,
,,65,,,,,,,,
,,84,,,,,,,,
,,29,,,,,,,,
,,9,,,,,,,,
,,61,,,,,,,,
,,31,,,,,,,,
,,53,,,,,,,,
,,12,,,,,,,,
,,35,,,,,,,,
,,15,,,,,,,,
,,42,,,,,,,,
,,29,,,,,,,,
,,6,,,,,,,,
,,52,,,,,,,,
,,36,,,,,,,,
,,60,,,,,,,,
,,36,,,,,,,,
,,88,,,,,,,,
,,84,,,,,,,,
,,43,,,,,,,,
,,24,,,,,,,,
,,16,,,,,,,,
,,44,,,,,,,,
,,50,,,,,,,,
,,29,,,,,,,,
,,21,,,,,,,,
,,58,,,,,,,,
,,100,,,,,,,,
,,65,,,,,,,,
,,61,,,,,,,,
,,14,,,,,,,,
,,100,,,,,,,,
,,21,,,,,,,,
,,17,,,,,,,,
,,3,,,,,,,,
,,100,,,,,,,,
,,77,,,,,,,,
,,64,,,,,,,,
,,81,,,,,,,,
,,55,,,,,,,,
,,100,,,,,,,,
,,73,,,,,,,,
,,14,,,,,,,,
,,100,,,,,,,,
,,44,,,,,,,,
,,59,,,,,,,,
,,20,,,,,,,,
,,28,,,,,,,,
,,66,,,,,,,,
,,48,,,,,,,,
,,5,,,,,,,,
,,35,,,,,,,,
,,59,,,,,,,,
,,64,,,,,,,,
,,27,,,,,,,,
,,20,,,,,,,,
,,63,,,,,,,,
,,5,,,,,,,,
,,37,,,,,,,,
,,59,,,,,,,,
,,44,,,,,,,,
,,8,,,,,,,,
,,39,,,,,,,,
,,31,,,,,,,,
,,17,,,,,,,,
,,63,,,,,,,,
,,5,,,,,,,,
,,52,,,,,,,,
,,100,,,,,,,,
,,10,,,,,,,,
,,32,,,,,,,,
,,44,,,,,,,,
,,8,,,,,,,,
,,30,,,,,,,,
,,54,,,,,,,,
,,7,,,,,,,,
,,32,,,,,,,,
,,14,,,,,,,,
,,56,,,,,,,,
,,25,,,,,,,,
,,100,,,,,,,,
,,77,,,,,,,,
,,10,,,,,,,,
,,45,,,,,,,,
,,54,,,,,,,,
,,60,,,,,,,,
,,14,,,,,,,,
,,3,,,,,,,,
,,28,,,,,,,,
,,18,,,,,,,,
,,36,,,,,,,,
,,17,,,,,,,,
,,33,,,,,,,,
,,71,,,,,,,,
,,28,,,,,,,,
,,12,,,,,,,,
,,15,,,,,,,,
,,14,,,,,,,,
,,57,,,,,,,,
,,40,,,,,,,,
,,21,,,,,,,,
,,59,,,,,,,,
,,53,,,,,,,,
,,78,,,,,,,,
,,53,,,,,,,,
,,39,,,,,,,,
,,52,,,,,,,,
,,16,,,,,,,,
,,11,,,,,,,,
,,33,,,,,,,,
,,68,,,,,,,,
,,47,,,,,,,,
,,50,,,,,,,,
,,33,,,,,,,,
,,24,,,,,,,,
,,17,,,,,,,,
,,19,,,,,,,,
,,17,,,,,,,,
,,22,,,,,,,,
,,13,,,,,,,,
,,59,,,,,,,,
,,18,,,,,,,,
,,89,,,,,,,,
,,13,,,,,,,,
,,53,,,,,,,,
,,100,,,,,,,,
,,100,,,,,,,,
,,39,,,,,,,,
,,42,,,,,,,,
,,40,,,,,,,,
,,19,,,,,,,,
,,28,,,,,,,,
,,49,,,,,,,,
,,58,,,,,,,,
,,19,,,,,,,,
,,48,,,,,,,,
,,10,,,,,,,,
,,14,,,,,,,,
,,58,,,,,,,,
,,11,,,,,,,,
,,8,,,,,,,,
,,20,,,,,,,,
,,48,,,,,,,,
,,20,,,,,,,,
,,12,,,,,,,,
,,22,,,,,,,,
,,73,,,,,,,,
,,31,,,,,,,,
,,23,,,,,,,,
,,17,,,,,,,,
,,100,,,,,,,,
,,13,,,,,,,,
,,27,,,,,,,,
,,40,,,,,,,,
,,24,,,,,,,,
,,43,,,,,,,,
,,22,,,,,,,,
,,8,,,,,,,,
,,48,,,,,,,,
,,12,,,,,,,,
,,10,,,,,,,,
,,100,,,,,,,,
,,3,,,,,,,,
,,66,,,,,,,,
,,64,,,,,,,,
,,36,,,,,,,,
,,54,,,,,,,,
,,36,,,,,,,,
,,25,,,,,,,,
,,49,,,,,,,,
,,36,,,,,,,,
,,7,,,,,,,,
,,11,,,,,,,,
,,4,,,,,,,,
,,46,,,,,,,,
,,69,,,,,,,,
,,8,,,,,,,,
,,80,,,,,,,,
,,10,,,,,,,,
,,21,,,,,,,,
,,25,,,,,,,,
,,31,,,,,,,,
,,34,,,,,,,,
,,6,,,,,,,,
,,3,,,,,,,,
,,62,,,,,,,,
,,58,,,,,,,,
,,53,,,,,,,,
,,44,,,,,,,,
,,65,,,,,,,,
,,8,,,,,,,,
,,85,,,,,,,,
,,49,,,,,,,,
,,1,,,,,,,,
,,43,,,,,,,,
,,39,,,,,,,,
,,100,,,,,,,,
,,11,,,,,,,,
,,45,,,,,,,,
,,57,,,,,,,,
,,39,,,,,,,,
,,40,,,,,,,,
,,62,,,,,,,,
,,42,,,,,,,,
,,35,,,,,,,,
,,70,,,,,,,,
,,5,,,,,,,,
,,40,,,,,,,,
,,15,,,,,,,,
,,51,,,,,,,,
,,24,,,,,,,,
,,14,,,,,,,,
,,16,,,,,,,,
,,33,,,,,,,,
,,18,,,,,,,,
,,30,,,,,,,,
,,22,,,,,,,,
,,35,,,,,,,,
,,52,,,,,,,,
,,76,,,,,,,,
,,21,,,,,,,,
,,64,,,,,,,,
,,10,,,,,,,,
,,34,,,,,,,,
,,1,,,,,,,,
,,24,,,,,,,,
,,26,,,,,,,,
,,9,,,,,,,,
,,75,,,,,,,,
,,53,,,,,,,,
,,14,,,,,,,,
,,38,,,,,,,,
,,59,,,,,,,,
,,19,,,,,,,,
,,64,,,,,,,,
,,67,,,,,,,,
,,11,,,,,,,,
,,33,,,,,,,,
,,29,,,,,,,,
,,10,,,,,,,,
,,10,,,,,,,,
,,35,,,,,,,,
,,83,,,,,,,,
,,4,,,,,,,,
,,20,,,,,,,,
,,25,,,,,,,,
,,25,,,,,,,,
,,11,,,,,,,,
,,13,,,,,,,,
,,32,,,,,,,,
,,14,,,,,,,,
,,8,,,,,,,,
,,100,,,,,,,,
,,58,,,,,,,,
,,70,,,,,,,,
,,11,,,,,,,,
,,100,,,,,,,,
,,20,,,,,,,,
,,44,,,,,,,,
,,38,,,,,,,,
,,27,,,,,,,,
,,8,,,,,,,,
,,66,,,,,,,,
,,15,,,,,,,,
,,39,,,,,,,,
,,20,,,,,,,,
,,38,,,,,,,,
,,16,,,,,,,,
,,32,,,,,,,,
,,55,,,,,,,,
,,51,,,,,,,,
,,22,,,,,,,,
,,8,,,,,,,,
,,12,,,,,,,,
,,17,,,,,,,,
,,41,,,,,,,,
,,26,,,,,,,,
,,25,,,,,,,,
,,10,,,,,,,,
,,33,,,,,,,,
,,50,,,,,,,,
,,100,,,,,,,,
,,16,,,,,,,,
,,13,,,,,,,,
,,100,,,,,,,,
,,26,,,,,,,,
,,100,,,,,,,,
,,37,,,,,,,,
,,48,,,,,,,,
,,11,,,,,,,,
,,34,,,,,,,,
,,92,,,,,,,,
,,43,,,,,,,,
,,47,,,,,,,,
,,15,,,,,,,,
,,27,,,,,,,,
,,21,,,,,,,,
,,19,,,,,,,,
,,21,,,,,,,,
,,16,,,,,,,,
,,14,,,,,,,,
,,9,,,,,,,,
,,55,,,,,,,,
,,5,,,,,,,,
,,29,,,,,,,,
,,67,,,,,,,,
,,67,,,,,,,,
,,26,,,,,,,,
,,32,,,,,,,,
,,27,,,,,,,,
,,61,,,,,,,,
,,17,,,,,,,,
,,92,,,,,,,,
,,100,,,,,,,,
,,30,,,,,,,,
,,61,,,,,,,,
,,26,,,,,,,,
,,44,,,,,,,,
,,21,,,,,,,,
,,5,,,,,,,,
,,12,,,,,,,,
,,50,,,,,,,,
,,30,,,,,,,,
,,60,,,,,,,,
,,42,,,,,,,,
,,79,,,,,,,,
,,44,,,,,,,,
,,28,,,,,,,,
,,6,,,,,,,,
,,13,,,,,,,,
,,86,,,,,,,,
,,73,,,,,,,,
,,38,,,,,,,,
,,68,,,,,,,,
,,25,,,,,,,,
,,20,,,,,,,,
,,56,,,,,,,,
,,40,,,,,,,,
,,49,,,,,,,,
,,54,,,,,,,,
,,33,,,,,,,,
,,84,,,,,,,,
,,59,,,,,,,,
,,21,,,,,,,,
,,38,,,,,,,,
,,31,,,,,,,,
,,10,,,,,,,,
,,9,,,,,,,,
,,15,,,,,,,,
,,22,,,,,,,,
,,11,,,,,,,,
,,25,,,,,,,,
,,36,,,,,,,,
,,43,,,,,,,,
,,25,,,,,,,,
,,17,,,,,,,,
,,15,,,,,,,,
,,52,,,,,,,,
,,19,,,,,,,,
,,28,,,,,,,,
,,5,,,,,,,,
,,18,,,,,,,,
,,22,,,,,,,,
,,20,,,,,,,,
,,70,,,,,,,,
,,33,,,,,,,,
,,28,,,,,,,,
,,5,,,,,,,,
,,87,,,,,,,,
,,3,,,,,,,,
,,33,,,,,,,,
,,86,,,,,,,,
,,44,,,,,,,,
,,57,,,,,,,,
,,35,,,,,,,,
,,17,,,,,,,,
,,35,,,,,,,,
,,18,,,,,,,,
,,52,,,,,,,,
,,20,,,,,,,,
,,27,,,,,,,,
,,10,,,,,,,,
,,17,,,,,,,,
,,45,,,,,,,,
,,24,,,,,,,,
,,85,,,,,,,,
,,8,,,,,,,,
,,61,,,,,,,,
,,28,,,,,,,,
,,39,,,,,,,,
,,48,,,,,,,,
,,33,,,,,,,,
,,39,,,,,,,,
,,55,,,,,,,,
,,15,,,,,,,,
,,50,,,,,,,,
,,14,,,,,,,,
,,30,,,,,,,,
,,56,,,,,,,,
,,76,,,,,,,,
,,100,,,,,,,,
,,47,,,,,,,,
,,14,,,,,,,,
,,19,,,,,,,,
,,5,,,,,,,,
,,89,,,,,,,,
,,12,,,,,,,,
,,26,,,,,,,,
,,29,,,,,,,,
,,6,,,,,,,,
,,50,,,,,,,,
,,34,,,,,,,,
,,45,,,,,,,,
,,42,,,,,,,,
,,49,,,,,,,,
,,8,,,,,,,,
,,20,,,,,,,,
,,41,,,,,,,,
,,6,,,,,,,,
,,65,,,,,,,,
,,15,,,,,,,,
,,17,,,,,,,,
,,94,,,,,,,,
,,85,,,,,,,,
,,11,,,,,,,,
,,50,,,,,,,,
,,67,,,,,,,,
,,40,,,,,,,,
,,38,,,,,,,,
,,16,,,,,,,,
,,11,,,,,,,,
,,86,,,,,,,,
,,48,,,,,,,,
,,100,,,,,,,,
,,27,,,,,,,,
,,48,,,,,,,,
,,13,,,,,,,,
,,3,,,,,,,,
,,84,,,,,,,,
,,18,,,,,,,,
,,7,,,,,,,,
,,18,,,,,,,,
,,43,,,,,,,,
,,5,,,,,,,,
,,100,,,,,,,,
,,6,,,,,,,,
,,29,,,,,,,,
,,27,,,,,,,,
,,51,,,,,,,,
,,34,,,,,,,,
,,94,,,,,,,,
,,26,,,,,,,,
,,37,,,,,,,,
,,11,,,,,,,,
,,63,,,,,,,,
,,50,,,,,,,,
,,59,,,,,,,,
,,13,,,,,,,,
,,20,,,,,,,,
,,86,,,,,,,,
,,14,,,,,,,,
,,8,,,,,,,,
,,57,,,,,,,,
,,81,,,,,,,,
,,12,,,,,,,,
,,5,,,,,,,,
,,87,,,,,,,,
,,47,,,,,,,,
,,48,,,,,,,,
,,46,,,,,,,,
,,15,,,,,,,,
,,42,,,,,,,,
,,44,,,,,,,,
,,3,,,,,,,,
,,22,,,,,,,,
,,77,,,,,,,,
,,26,,,,,,,,
,,18,,,,,,,,
,,14,,,,,,,,
,,55,,,,,,,,
,,20,,,,,,,,
,,33,,,,,,,,
,,100,,,,,,,,
,,27,,,,,,,,
,,57,,,,,,,,
,,23,,,,,,,,
,,29,,,,,,,,
,,68,,,,,,,,
,,58,,,,,,,,
,,8,,,,,,,,
,,41,,,,,,,,
,,69,,,,,,,,
,,99,,,,,,,,
,,37,,,,,,,,
,,19,,,,,,,,
,,19,,,,,,,,
,,75,,,,,,,,
,,14,,,,,,,,
,,44,,,,,,,,
,,48,,,,,,,,
,,36,,,,,,,,
,,77,,,,,,,,
,,77,,,,,,,,
,,44,,,,,,,,
,,86,,,,,,,,
,,49,,,,,,,,
,,10,,,,,,,,
,,43,,,,,,,,
,,26,,,,,,,,
,,26,,,,,,,,
,,39,,,,,,,,
,,29,,,,,,,,
,,43,,,,,,,,
,,19,,,,,,,,
,,16,,,,,,,,
,,14,,,,,,,,
,,12,,,,,,,,
,,49,,,,,,,,
,,7,,,,,,,,
,,24,,,,,,,,
,,50,,,,,,,,
,,54,,,,,,,,
,,74,,,,,,,,
,,17,,,,,,,,
,,62,,,,,,,,
,,47,,,,,,,,
,,21,,,,,,,,
,,55,,,,,,,,
,,10,,,,,,,,
,,84,,,,,,,,
,,60,,,,,,,,
,,18,,,,,,,,
,,57,,,,,,,,
,,29,,,,,,,,
,,12,,,,,,,,
,,57,,,,,,,,
,,89,,,,,,,,
,,17,,,,,,,,
,,17,,,,,,,,
,,51,,,,,,,,
,,14,,,,,,,,
,,44,,,,,,,,
,,35,,,,,,,,
,,44,,,,,,,,
,,15,,,,,,,,
,,38,,,,,,,,
,,24,,,,,,,,
,,80,,,,,,,,
,,61,,,,,,,,
,,10,,,,,,,,
,,100,,,,,,,,
,,21,,,,,,,,
,,80,,,,,,,,
,,17,,,,,,,,
,,29,,,,,,,,
,,17,,,,,,,,
,,49,,,,,,,,
,,100,,,,,,,,
,,36,,,,,,,,
,,23,,,,,,,,
,,36,,,,,,,,
,,51,,,,,,,,
,,35,,,,,,,,
,,15,,,,,,,,
,,38,,,,,,,,
,,25,,,,,,,,
,,82,,,,,,,,
,,24,,,,,,,,
,,43,,,,,,,,
,,25,,,,,,,,
,,66,,,,,,,,
,,86,,,,,,,,
,,62,,,,,,,,
,,19,,,,,,,,
,,22,,,,,,,,
,,24,,,,,,,,
,,31,,,,,,,,
,,37,,,,,,,,
,,30,,,,,,,,
,,70,,,,,,,,
,,98,,,,,,,,
,,73,,,,,,,,
,,36,,,,,,,,
,,93,,,,,,,,
,,22,,,,,,,,
,,18,,,,,,,,
,,21,,,,,,,,
,,22,,,,,,,,
,,37,,,,,,,,
,,67,,,,,,,,
,,13,,,,,,,,
,,14,,,,,,,,
,,100,,,,,,,,
,,34,,,,,,,,
,,55,,,,,,,,
,,64,,,,,,,,
,,34,,,,,,,,
,,11,,,,,,,,
,,25,,,,,,,,
,,20,,,,,,,,
,,100,,,,,,,,
,,14,,,,,,,,
,,32,,,,,,,,
,,57,,,,,,,,
,,41,,,,,,,,
,,64,,,,,,,,
,,26,,,,,,,,
,,41,,,,,,,,
,,53,,,,,,,,
,,17,,,,,,,,
,,54,,,,,,,,
,,28,,,,,,,,
,,16,,,,,,,,
,,63,,,,,,,,
,,22,,,,,,,,
,,10,,,,,,,,
,,26,,,,,,,,
,,82,,,,,,,,
,,13,,,,,,,,
,,19,,,,,,,,
,,33,,,,,,,,
,,15,,,,,,,,
,,38,,,,,,,,
,,43,,,,,,,,
,,72,,,,,,,,
,,26,,,,,,,,
,,35,,,,,,,,
,,21,,,,,,,,
,,13,,,,,,,,
,,22,,,,,,,,
,,96,,,,,,,,
,,19,,,,,,,,
,,56,,,,,,,,
